timestamp,sensor_id,flow,speed,occupancy,district,hour,weekday,is_weekend,time_slot,flow_lag_1,flow_lag_2,flow_lag_3,flow_lag_6,flow_lag_12,speed_lag_1,speed_lag_2,speed_lag_3,speed_lag_6,speed_lag_12,occupancy_lag_1,occupancy_lag_2,occupancy_lag_3,occupancy_lag_6,occupancy_lag_12,flow_roll_mean_3,flow_roll_std_3,flow_roll_mean_6,flow_roll_std_6,flow_roll_mean_12,flow_roll_std_12,speed_roll_mean_3,speed_roll_std_3,speed_roll_mean_6,speed_roll_std_6,speed_roll_mean_12,speed_roll_std_12,occupancy_roll_mean_3,occupancy_roll_std_3,occupancy_roll_mean_6,occupancy_roll_std_6,occupancy_roll_mean_12,occupancy_roll_std_12,flow_target,baseline,model,actual,predicted,error,abs_error,squared_error,ape_%,bias_type,delta_from_lag1,abs_delta_from_lag1,flow_regime
2024-02-18 21:10:00,PEMSD3_007,64.5,59.42,0.3605,D3,21,6,1,4,52.29,28.19,53.78,62.98,80.88,51.12,59.16,54.0,53.06,51.88,0.3452,0.1755,0.3291,0.3729,0.4651,48.326666666666675,18.47660773338254,49.721666666666664,11.986221117041584,54.565,11.010343484031834,56.566666666666684,4.718742770413432,55.89666666666667,3.982027959050748,55.43833333333333,4.0411268305515735,0.293733333333333,0.10267844629392363,0.29919999999999997,0.06919907513834216,0.3217333333333333,0.06511873537601678,39.22,Baseline_A,5_RandomForest,39.22,45.95064028024151,-6.730640280241509,6.730640280241509,45.3015185820095,17.161244977668304,over_predict,-13.07,13.07,low_flow
2024-02-18 21:15:00,PEMSD3_007,39.3,56.06,0.2615,D3,21,6,1,4,64.5,52.29,28.19,52.36,53.53,59.42,51.12,59.16,59.7,63.32,0.3605,0.3452,0.1755,0.2626,0.2543,52.03,12.60201174416059,47.544999999999995,12.582293511118806,53.37916666666666,11.8650705536218,55.53333333333334,4.174989021941206,55.29,3.5393728257977575,54.833333333333336,3.2123521071955494,0.3223999999999997,0.0532928700672116,0.29901666666666665,0.06931679209735972,0.3223333333333333,0.06447087197591896,41.88,Baseline_A,5_RandomForest,41.88,49.04475599063871,-7.16475599063871,7.16475599063871,51.33372840539329,17.10782232721755,over_predict,-22.619999999999997,22.619999999999997,low_flow
2024-02-18 21:20:00,PEMSD3_007,46.07,53.6,0.3167,D3,21,6,1,4,39.3,64.5,52.29,47.21,45.68,56.06,59.42,51.12,51.98,55.41,0.2615,0.3605,0.3452,0.3223,0.2921,49.95666666666667,13.0418416388673,47.355,12.596962729163804,53.41166666666667,11.842577140695862,56.360000000000014,2.921574917744846,55.559999999999995,3.2893281988873375,54.6825,3.2252811716749954,0.3128999999999997,0.049609273326674926,0.2980833333333333,0.06897745767037661,0.3243833333333333,0.06380985722276662,77.67,Baseline_A,5_RandomForest,77.67,45.12302641080609,32.54697358919391,32.54697358919391,1059.3054898156859,41.90417611586702,under_predict,38.370000000000005,38.370000000000005,medium_flow
2024-02-18 21:25:00,PEMSD3_007,39.22,58.49,0.2157,D3,21,6,1,4,46.07,39.3,64.5,53.78,61.94,53.6,56.06,59.42,54.0,53.96,0.3167,0.2615,0.3605,0.3291,0.3842,41.53,3.9319587993711154,44.928333333333335,12.513853789564733,51.518333333333324,12.166897590170478,56.05000000000001,2.4450153373743815,56.30833333333333,3.3731197231437804,55.06,3.3937348693782834,0.26463333333333305,0.05057285174215791,0.27918333333333334,0.07412309806442742,0.3103416666666667,0.06786128174893359,46.66,Baseline_A,5_RandomForest,46.66,47.336517664998254,-0.6765176649982578,0.6765176649982578,0.457676151054695,1.4498878375444875,over_predict,0.5899999999999963,0.5899999999999963,low_flow
2024-02-18 21:30:00,PEMSD3_007,41.88,57.81,0.2271,D3,21,6,1,4,39.22,46.07,39.3,28.19,65.77,58.49,53.6,56.06,59.16,53.85,0.2157,0.3167,0.2615,0.1755,0.3627,42.39,3.4533606819955427,47.21,9.806805800052418,49.527499999999996,11.562454225953603,56.63333333333335,2.6488550985905173,56.083333333333336,3.1846171931115568,55.39000000000001,3.45731635284278,0.2531666666666664,0.05531594104174974,0.28778333333333334,0.06162766965145336,0.2990416666666667,0.06961725828785072,44.05,Baseline_A,5_RandomForest,44.05,46.22022237433929,-2.1702223743392963,2.1702223743392963,4.709865154082893,4.92672502687695,over_predict,4.829999999999998,4.829999999999998,low_flow
2024-02-18 21:35:00,PEMSD3_007,77.67,54.71,0.4169,D3,21,6,1,4,41.88,39.22,46.07,52.29,66.55,57.81,58.49,53.6,51.12,50.28,0.2271,0.2157,0.3167,0.3452,0.3994,52.923333333333325,21.472471523634532,51.44,15.97194415216728,50.45416666666667,13.357068580366185,57.00333333333335,2.0149772537993504,56.68166666666667,2.272104017570785,55.759166666666665,3.077754371241276,0.28656666666666636,0.11301581010342841,0.29973333333333335,0.07938195428854461,0.3005,0.07205140841473963,29.98,Baseline_A,5_RandomForest,29.98,47.90237898908808,-17.922378989088077,17.922378989088077,321.2116686285058,59.7811173752104,over_predict,-11.900000000000002,11.900000000000002,low_flow
2024-02-18 21:40:00,PEMSD3_007,46.66,56.79,0.2892,D3,21,6,1,4,77.67,41.88,39.22,64.5,62.98,54.71,57.81,58.49,59.42,53.06,0.4169,0.2271,0.2157,0.3605,0.3729,55.40333333333333,19.431043032562563,48.46666666666666,14.661210954986325,49.094166666666666,12.784323111695908,56.436666666666675,1.579915609559282,56.24333333333333,1.853252995859338,56.07,2.9667245482943683,0.3110666666666664,0.0967709839431949,0.28785,0.0735915144565051,0.293525,0.06836239164124745,34.84,Baseline_A,5_RandomForest,34.84,46.29389200284133,-11.453892002841329,11.453892002841329,131.19164201275254,32.87569461205892,over_predict,-42.83,42.83,low_flow
2024-02-18 21:45:00,PEMSD3_007,44.05,54.14,0.2705,D3,21,6,1,4,46.66,77.67,41.88,39.3,52.36,56.79,54.71,57.81,56.06,59.7,0.2892,0.4169,0.2271,0.2615,0.2626,56.126666666666665,18.702658456307724,49.25833333333333,14.187841860783925,48.401666666666664,12.816365130235445,55.213333333333345,1.3948596106166922,55.923333333333325,2.046887067393274,55.606666666666676,2.7763263278630745,0.32553333333333306,0.07967636621567291,0.28935000000000005,0.07303664148906347,0.29418333333333335,0.06807494310530184,54.81,Baseline_A,5_RandomForest,54.81,48.42546440572135,6.384535594278653,6.384535594278653,40.76229475461107,11.648486762048261,under_predict,8.150000000000006,8.150000000000006,low_flow
2024-02-18 21:50:00,PEMSD3_007,29.98,63.15,0.1348,D3,21,6,1,4,44.05,46.66,77.67,46.07,47.21,54.14,56.79,54.71,53.6,51.98,0.2705,0.2892,0.4169,0.3167,0.3223,40.23,8.972173649676579,46.57666666666666,16.27768370090189,46.96583333333333,13.88278754975078,58.02666666666667,4.630554322468122,57.51500000000001,3.242688699211512,56.5375,3.2771887203957104,0.2314999999999997,0.08426499866493262,0.25903333333333334,0.09412208384151326,0.2785583333333333,0.08127338218332907,25.06,Baseline_A,5_RandomForest,25.06,45.600756387332815,-20.540756387332817,20.540756387332817,421.9226729637539,81.96630641393782,over_predict,-18.99,18.99,low_flow
2024-02-18 21:55:00,PEMSD3_007,34.84,53.46,0.272,D3,21,6,1,4,29.98,44.05,46.66,39.22,53.78,63.15,54.14,56.79,58.49,54.0,0.1348,0.2705,0.2892,0.2157,0.3291,36.29,7.146194791631917,45.84666666666667,16.76452405129968,45.387499999999996,14.112402749483758,56.91666666666668,5.408921642372794,56.67666666666667,3.5735341983338147,56.49250000000001,3.318644643936019,0.22576666666666637,0.07878301424377246,0.2684166666666667,0.0917135849624732,0.2738,0.079701625396923,37.87,Baseline_A,5_RandomForest,37.87,45.239108918029984,-7.369108918029987,7.369108918029987,54.303766245789085,19.458962022788455,over_predict,7.889999999999997,7.889999999999997,low_flow
2024-02-18 22:00:00,PEMSD3_007,54.81,55.19,0.3313,D3,22,6,1,4,34.84,29.98,44.05,41.88,28.19,53.46,63.15,54.14,57.81,59.16,0.272,0.1348,0.2705,0.2271,0.1755,39.87666666666667,13.158960191948445,48.001666666666665,16.982279489709562,47.60583333333333,13.227851098986928,57.26666666666667,5.168020252797837,56.24,3.5674192352448486,56.16166666666666,3.22511404543444,0.24603333333333302,0.10079069070769564,0.28578333333333333,0.0921895312205712,0.28678333333333333,0.07477019135426745,22.44,Baseline_A,5_RandomForest,22.44,46.64915692778358,-24.209156927783578,24.209156927783578,586.0832791540516,107.8839435284473,over_predict,-12.400000000000002,12.400000000000002,low_flow
2024-02-18 22:05:00,PEMSD3_007,25.06,59.72,0.1457,D3,22,6,1,4,54.81,34.84,29.98,77.67,52.29,55.19,53.46,63.15,54.71,51.12,0.3313,0.272,0.1348,0.4169,0.3452,38.23666666666667,15.1630680712474,39.233333333333334,11.196402398386347,45.336666666666666,14.61419069592874,56.123333333333335,3.232682064993288,57.074999999999996,3.7207136412245365,56.87833333333333,2.9464148733772424,0.24966666666666634,0.09479411022492035,0.24058333333333334,0.08083077178073322,0.27015833333333333,0.08239136603414265,61.07,Baseline_A,5_RandomForest,61.07,47.71832342589296,13.351676574107039,13.351676574107039,178.26726733955866,21.862905803351953,under_predict,6.259999999999998,6.259999999999998,medium_flow
2024-02-18 22:10:00,PEMSD3_007,37.87,54.86,0.2577,D3,22,6,1,4,25.06,54.81,34.84,46.66,64.5,59.72,55.19,53.46,56.79,59.42,0.1457,0.3313,0.272,0.2892,0.3605,39.24666666666666,14.922701944798177,37.76833333333334,10.588891191554877,43.1175,13.412143835820139,56.59000000000001,2.7156767112444906,56.75333333333333,3.8320421013685695,56.498333333333335,2.8821672190880654,0.24489999999999967,0.09345972394567104,0.23533333333333337,0.07801550273291208,0.26159166666666667,0.07733319243066068,50.9,Baseline_A,5_RandomForest,50.9,42.52209843442996,8.377901565570042,8.377901565570042,70.18923464238097,16.459531563005978,under_predict,25.84,25.84,low_flow
2024-02-18 22:15:00,PEMSD3_007,22.44,59.54,0.149,D3,22,6,1,4,37.87,25.06,54.81,44.05,39.3,54.86,59.72,55.19,54.14,56.06,0.2577,0.1457,0.3313,0.2705,0.2615,28.456666666666663,8.256768940286097,34.166666666666664,11.647227424008724,41.7125,14.672296173401119,58.04000000000001,2.7554310007682807,57.653333333333336,3.7282364016597187,56.788333333333334,3.006450136662911,0.184133333333333,0.06373196476913784,0.21508333333333332,0.0826903480865158,0.25221666666666664,0.08388674002199432,65.71,Baseline_A,5_RandomForest,65.71,43.756284743215,21.953715256784996,21.953715256784996,481.96561357599427,33.41000647813879,under_predict,27.839999999999996,27.839999999999996,medium_flow
2024-02-18 22:20:00,PEMSD3_007,61.07,52.63,0.3655,D3,22,6,1,4,22.44,37.87,25.06,29.98,46.07,59.54,54.86,59.72,63.15,53.6,0.149,0.2577,0.1457,0.1348,0.3167,40.46,19.44480136180236,39.348333333333336,15.642587275338816,42.9625,15.681529450569922,55.67666666666668,3.526646187715675,55.9,3.0355954934732607,56.7075,3.1111825433715414,0.2573999999999997,0.10825031177784655,0.25353333333333333,0.09110193558135245,0.25628333333333336,0.08836052011590922,22.55,Baseline_A,5_RandomForest,22.55,42.202768309023675,-19.652768309023674,19.652768309023674,386.23130220816523,87.15196589367483,over_predict,0.10999999999999943,0.10999999999999943,low_flow
2024-02-18 22:25:00,PEMSD3_007,50.9,51.41,0.3222,D3,22,6,1,4,61.07,22.44,37.87,34.84,39.22,52.63,59.54,54.86,53.46,58.49,0.3655,0.149,0.2577,0.272,0.2157,44.803333333333335,20.023641859893726,42.025,16.08465946173343,43.935833333333335,15.790224512384738,54.52666666666668,4.3843167464646235,55.55833333333334,3.4519641751707213,56.1175,3.4003078069222,0.27889999999999965,0.11456103176910068,0.2619,0.09534348430806465,0.26515833333333333,0.08925765012626662,34.94,Baseline_A,5_RandomForest,34.94,43.89574209629951,-8.95574209629951,8.95574209629951,80.20531649543113,25.631774746134834,over_predict,-26.130000000000003,26.130000000000003,low_flow
2024-02-18 22:30:00,PEMSD3_007,65.71,55.6,0.3746,D3,22,6,1,4,50.9,61.07,22.44,54.81,41.88,51.41,52.63,59.54,55.19,57.81,0.3222,0.3655,0.149,0.3313,0.2271,59.22666666666667,7.575119360993681,43.84166666666666,18.282793459058745,45.92166666666666,16.963084428644855,53.213333333333345,2.155048336657641,55.626666666666665,3.4472694508352597,55.93333333333333,3.3599143206965985,0.3540999999999997,0.027998392811027298,0.26911666666666667,0.10297994788631808,0.27745,0.09359109806154621,40.93,Baseline_A,5_RandomForest,40.93,47.90709654037639,-6.977096540376394,6.977096540376394,48.67987613373224,17.04641226576202,over_predict,-9.969999999999999,9.969999999999999,low_flow
2024-02-18 22:35:00,PEMSD3_007,22.55,60.86,0.1339,D3,22,6,1,4,65.71,50.9,61.07,25.06,77.67,55.6,51.41,52.63,59.72,54.71,0.3746,0.3222,0.3655,0.1457,0.4169,46.38666666666666,21.931120202426722,43.423333333333325,18.819334384260255,41.32833333333333,14.924970432943699,55.95666666666668,4.7350853564988,55.81666666666666,3.7372217845161266,56.44583333333333,3.6156590203603405,0.27689999999999965,0.1265827397396695,0.26715,0.10588013505848079,0.25386666666666663,0.09087376192313769,30.55,Baseline_A,5_RandomForest,30.55,43.04414942207165,-12.494149422071647,12.494149422071647,156.10376978105327,40.89737945031636,over_predict,-35.16,35.16,low_flow
2024-02-18 22:40:00,PEMSD3_007,34.94,57.89,0.2252,D3,22,6,1,4,22.55,65.71,50.9,37.87,46.66,60.86,55.6,51.41,54.86,56.79,0.1339,0.3746,0.3222,0.2577,0.2892,41.06666666666666,22.222700855955484,42.934999999999995,19.029100609328143,40.35166666666667,14.927825655060424,58.116666666666674,2.637315554371181,56.32166666666666,3.7864886988688546,56.537499999999994,3.639046141254571,0.24456666666666638,0.12151305828319181,0.2617333333333333,0.10728231292561154,0.24853333333333336,0.09048879723062389,31.49,Baseline_A,5_RandomForest,31.49,44.01584145104587,-12.525841451045874,12.525841451045874,156.89670405673903,39.77720371878652,over_predict,8.939999999999998,8.939999999999998,low_flow
2024-02-18 22:45:00,PEMSD3_007,40.93,59.3,0.2054,D3,22,6,1,4,34.94,22.55,65.71,22.44,44.05,57.89,60.86,55.6,59.54,54.14,0.2252,0.1339,0.3746,0.149,0.2705,32.80666666666667,9.37386970963844,46.01666666666666,16.35560046793164,40.09166666666666,14.884663756750323,59.350000000000016,1.4856311789923355,56.281666666666666,3.746750147349244,56.9675,3.634854317450557,0.18816666666666637,0.04802773504272931,0.2711333333333333,0.09744942619979234,0.24310833333333334,0.09100211244635782,39.08,Baseline_A,5_RandomForest,39.08,44.754960572214486,-5.674960572214488,5.674960572214488,32.20517749618899,14.521393480589786,over_predict,4.140000000000001,4.140000000000001,low_flow
2024-02-18 22:50:00,PEMSD3_007,30.55,63.63,0.1422,D3,22,6,1,4,40.93,34.94,22.55,61.07,29.98,59.3,57.89,60.86,52.63,63.15,0.2054,0.2252,0.1339,0.3655,0.1348,35.473333333333336,5.210511811068035,40.93,15.45896633025405,40.13916666666667,14.850331773663518,60.27333333333334,2.9912260585463892,58.115,4.258810866896259,57.0075,3.710920309768536,0.19093333333333304,0.0433498942713197,0.23391666666666666,0.09684028948051024,0.243725,0.09022318916796802,15.57,Baseline_A,5_RandomForest,15.57,42.3771827856453,-26.807182785645303,26.807182785645303,718.6250489029978,172.1720153220636,over_predict,-25.36,25.36,low_flow
2024-02-18 22:55:00,PEMSD3_007,31.49,57.56,0.205,D3,22,6,1,4,30.55,40.93,34.94,50.9,34.84,63.63,59.3,57.89,51.41,53.46,0.1422,0.2054,0.2252,0.3222,0.272,34.32333333333334,5.740812950556608,37.69499999999999,14.978781993203642,39.86,14.989837769757145,60.16333333333335,3.1257372463671715,59.13999999999999,2.8190282013475763,57.34916666666666,3.5393873592453833,0.1841999999999997,0.03637361681220732,0.21438333333333334,0.08676765334310449,0.23814166666666667,0.09038731264885248,50.07,Baseline_A,5_RandomForest,50.07,43.52385900811529,6.546140991884712,6.546140991884712,42.851961885633365,13.07397841398984,under_predict,19.52,19.52,low_flow
2024-02-18 23:00:00,PEMSD3_007,39.08,58.6,0.2104,D3,23,6,1,4,31.49,30.55,40.93,65.71,54.81,57.56,63.63,59.3,55.6,55.19,0.205,0.1422,0.2054,0.3746,0.3313,33.70666666666667,4.677118058514014,33.25666666666667,6.64386534079215,38.549166666666665,14.232274754830003,59.93000000000001,3.2462131784579125,59.64000000000001,2.2801140322344873,57.63333333333333,3.4867732760800587,0.18586666666666632,0.037912706752942574,0.1870166666666667,0.03871952565139889,0.22806666666666667,0.08567464177005316,38.12,Baseline_A,5_RandomForest,38.12,42.57367275356315,-4.453672753563154,4.453672753563154,19.835200995830807,11.683296835160426,over_predict,6.629999999999999,6.629999999999999,low_flow
2024-02-18 23:05:00,PEMSD3_007,15.57,66.47,0.0342,D3,23,6,1,4,39.08,31.49,30.55,22.55,25.06,58.6,57.56,63.63,60.86,59.72,0.2104,0.205,0.1422,0.1339,0.1457,28.71333333333334,11.998434620119134,32.09333333333333,9.06388584805528,37.75833333333333,15.2753918761418,60.87666666666667,4.871799804315301,60.57500000000001,3.6306955256523463,58.19583333333333,4.302949217652384,0.14986666666666634,0.10020665313907438,0.1704,0.07262352236020214,0.21877499999999997,0.10022954676869146,16.65,Baseline_A,5_RandomForest,16.65,37.987486636135934,-21.337486636135935,21.337486636135935,455.2883359472796,128.15307288970533,over_predict,-22.43,22.43,low_flow
2024-02-18 23:10:00,PEMSD3_007,50.07,59.27,0.255,D3,23,6,1,4,15.57,39.08,31.49,34.94,37.87,66.47,58.6,57.56,57.89,54.86,0.0342,0.2104,0.205,0.2252,0.2577,34.90666666666667,17.624557677663258,34.615,11.727526167095743,38.775,15.684024587864206,61.44666666666668,4.3632136474537075,60.80500000000001,3.466587659354918,58.56333333333333,4.178673850818406,0.166533333333333,0.11675347246799428,0.17536666666666667,0.07794484374651997,0.21855000000000002,0.10013721041198259,55.89,Baseline_A,5_RandomForest,55.89,40.81286927146695,15.07713072853305,15.07713072853305,227.31987100527553,26.976437159658346,under_predict,40.32,40.32,low_flow
2024-02-18 23:15:00,PEMSD3_007,38.12,60.8,0.1896,D3,23,6,1,4,50.07,15.57,39.08,40.93,22.44,59.27,66.47,58.6,59.3,59.54,0.255,0.0342,0.2104,0.2054,0.149,34.58666666666667,17.519298882468973,34.14666666666667,11.478363414118801,40.08166666666666,14.829280515455295,62.18000000000001,3.793191268574858,61.05500000000001,3.3895766697320235,58.66833333333333,4.221061549664847,0.15959999999999966,0.11341587190513237,0.17273333333333332,0.07698827616377335,0.22193333333333334,0.09824163469670856,28.98,Baseline_A,5_RandomForest,28.98,41.19683783399975,-12.216837833999751,12.216837833999751,149.2511266622477,42.15610018633454,over_predict,-21.09,21.09,low_flow
2024-02-18 23:20:00,PEMSD3_007,16.65,67.87,0.0538,D3,23,6,1,4,38.12,50.07,15.57,30.55,61.07,60.8,59.27,66.47,63.63,52.63,0.1896,0.255,0.0342,0.1422,0.3655,34.94666666666667,16.934480604177946,31.83,13.562889072756938,36.379999999999995,14.656949949364774,62.646666666666675,4.587769973889889,61.76166666666668,4.341969215305173,59.93833333333333,4.5211157780780775,0.16613333333333302,0.10263222365970008,0.158,0.09115525218001903,0.19595833333333332,0.09803831772540357,49.73,Baseline_A,5_RandomForest,49.73,40.76927529510747,8.960724704892527,8.960724704892527,80.29458723687127,18.01875066336724,under_predict,11.61,11.61,low_flow
2024-02-18 23:25:00,PEMSD3_007,55.89,53.9,0.3267,D3,23,6,1,4,16.65,38.12,50.07,31.49,50.9,67.87,60.8,59.27,57.56,51.41,0.0538,0.1896,0.255,0.205,0.3222,36.88666666666667,19.64905171587883,35.89666666666667,16.72902348215773,36.795833333333334,15.168216445960853,60.856666666666676,6.985172391095778,61.15166666666667,5.218863541678232,60.145833333333336,4.134749543548858,0.19003333333333303,0.13645051606107836,0.17828333333333335,0.11430538774121451,0.19633333333333336,0.09857224700082075,30.0,Baseline_A,5_RandomForest,30.0,44.575084962097684,-14.575084962097684,14.575084962097684,212.43310165236605,48.583616540325615,over_predict,13.350000000000001,13.350000000000001,low_flow
