timestamp,sensor_id,flow,speed,occupancy,district,hour,weekday,is_weekend,time_slot,flow_lag_1,flow_lag_2,flow_lag_3,flow_lag_6,flow_lag_12,speed_lag_1,speed_lag_2,speed_lag_3,speed_lag_6,speed_lag_12,occupancy_lag_1,occupancy_lag_2,occupancy_lag_3,occupancy_lag_6,occupancy_lag_12,flow_roll_mean_3,flow_roll_std_3,flow_roll_mean_6,flow_roll_std_6,flow_roll_mean_12,flow_roll_std_12,speed_roll_mean_3,speed_roll_std_3,speed_roll_mean_6,speed_roll_std_6,speed_roll_mean_12,speed_roll_std_12,occupancy_roll_mean_3,occupancy_roll_std_3,occupancy_roll_mean_6,occupancy_roll_std_6,occupancy_roll_mean_12,occupancy_roll_std_12,flow_target
2024-02-01 01:50:00,PEMSD3_011,43.37,58.45,0.2529,D3,1,3,0,0,38.42,23.33,50.68,31.91,35.22,55.83,59.4,54.1,58.82,60.58,0.2399,0.15,0.3189,0.1904,0.2124,35.04,10.438807403147166,41.5,11.282054777388744,38.4925,12.153649003114625,57.89333333333334,1.848954659620742,56.419999999999995,2.4745423819364927,58.42166666666666,3.7571237386967735,0.2142666666666667,0.0560348403525282,0.2636,0.07561312055457044,0.2359,0.07927126041178309,34.65
2024-02-01 01:55:00,PEMSD3_011,18.8,62.37,0.1209,D3,1,3,0,0,43.37,38.42,23.33,55.46,56.43,58.45,55.83,59.4,53.17,57.55,0.2529,0.2399,0.15,0.3718,0.3322,33.53,12.994433423585658,35.39,12.106523861125464,35.35666666666666,11.957737193460925,58.883333333333326,3.291463706823027,57.95333333333334,2.8757654053602217,58.82333333333333,3.91000193753343,0.20456666666666665,0.07274842495431308,0.22178333333333333,0.0731450180577371,0.21829166666666666,0.0794034171274458,50.84
2024-02-01 02:00:00,PEMSD3_011,46.91,59.49,0.253,D3,2,3,0,0,18.8,43.37,38.42,37.74,16.81,62.37,58.45,55.83,57.57,68.29,0.1209,0.2529,0.2399,0.2481,0.0905,36.36,15.310065316647083,36.91833333333333,13.007787539265347,37.865,10.816074317254094,60.10333333333333,2.030697745439507,58.27333333333333,2.9308747272216626,58.09,2.568030727655306,0.20893333333333333,0.07623911944227402,0.22260000000000002,0.07352398248190871,0.23183333333333334,0.06877325502010652,54.33
2024-02-01 02:05:00,PEMSD3_011,34.65,61.66,0.1695,D3,2,3,0,0,46.91,18.8,43.37,50.68,38.46,59.49,62.37,58.45,54.1,59.4,0.253,0.1209,0.2529,0.3189,0.2299,33.45333333333334,14.093155549178238,34.24666666666666,11.1260750791403,37.5475,10.852878231561013,61.173333333333325,1.5004110547889997,59.53333333333333,2.3442411707558373,58.278333333333336,2.749310106300502,0.18113333333333334,0.06681394565009105,0.19770000000000001,0.058059865656062526,0.2268,0.07109856155046637,37.23
2024-02-01 02:10:00,PEMSD3_011,50.84,52.42,0.3457,D3,2,3,0,0,34.65,46.91,18.8,23.33,40.54,61.66,59.49,62.37,59.4,59.34,0.1695,0.253,0.1209,0.15,0.2282,44.13333333333333,8.44460972060481,38.83166666666666,11.392800211829698,38.405833333333334,11.49912760195575,57.85666666666666,4.831690525409637,58.37,3.7400267378723355,57.701666666666675,3.1958519516663655,0.25606666666666666,0.08814002117842566,0.23031666666666664,0.07758913368936839,0.23659166666666667,0.07896477302435484,59.75
2024-02-01 02:15:00,PEMSD3_011,54.33,54.64,0.3288,D3,2,3,0,0,50.84,34.65,46.91,38.42,28.76,52.42,61.66,59.49,55.83,59.14,0.3457,0.1695,0.253,0.2399,0.178,46.60666666666666,10.500782510524306,41.483333333333334,13.013995030991321,40.53666666666667,11.910960829370062,56.24,4.823318359801686,58.17166666666666,3.9284674704859963,57.326666666666675,3.274775032754393,0.2813333333333333,0.09721843103719235,0.24513333333333334,0.0876245323335119,0.24915833333333337,0.0807713547145536,63.07
2024-02-01 02:20:00,PEMSD3_011,37.23,58.37,0.2209,D3,2,3,0,0,54.33,50.84,34.65,43.37,31.91,54.64,52.42,61.66,58.45,58.82,0.3288,0.3457,0.1695,0.2529,0.1904,47.46666666666666,9.035321429441963,40.46,13.077219888034312,40.98,11.656979961301378,55.14333333333334,3.0067645955966427,58.15833333333333,3.9274694991389354,57.28916666666667,3.2586568854314373,0.29846666666666666,0.0677040865334828,0.2398,0.08803017664414862,0.2517,0.07921925844825176,43.87
2024-02-01 02:25:00,PEMSD3_011,59.75,45.4,0.4108,D3,2,3,0,0,37.23,54.33,50.84,18.8,55.46,58.37,54.64,52.42,62.37,53.17,0.2209,0.3288,0.3457,0.1209,0.3718,50.43666666666667,11.75398372184227,47.285000000000004,9.782976540910242,41.3375,12.194804501023453,52.803333333333335,6.677217484351818,55.330000000000005,5.901952219393163,56.64166666666667,4.633484519007139,0.32016666666666665,0.09524391494123563,0.2881166666666667,0.08926740539898452,0.25495,0.08517076429684714,52.74
2024-02-01 02:30:00,PEMSD3_011,63.07,57.58,0.3549,D3,2,3,0,0,59.75,37.23,54.33,46.91,37.74,45.4,58.37,54.64,59.49,57.57,0.4108,0.2209,0.3288,0.253,0.2481,53.35,14.058677035909165,49.97833333333333,11.696448036334226,43.44833333333333,13.623969407784303,53.78333333333333,7.270916952718794,55.01166666666666,5.680036678285319,56.64249999999999,4.6336675538929235,0.3288666666666667,0.09758997557809576,0.3051,0.09092808147101737,0.26385,0.08984188636407044,55.16
2024-02-01 02:35:00,PEMSD3_011,43.87,57.57,0.2749,D3,2,3,0,0,63.07,59.75,37.23,34.65,50.68,57.58,45.4,58.37,61.66,54.1,0.3549,0.4108,0.2209,0.1695,0.3189,55.56333333333333,10.261877670939803,51.51500000000001,9.718233893048678,42.880833333333335,13.435888479829845,53.51666666666667,7.0292413056697365,54.330000000000005,4.916722485558835,56.931666666666665,4.568391070135853,0.34686666666666666,0.06830522185992323,0.32266666666666666,0.06635168925254752,0.2601833333333333,0.08827512604798636,33.07
2024-02-01 02:40:00,PEMSD3_011,52.74,53.15,0.3227,D3,2,3,0,0,43.87,63.07,59.75,50.84,23.33,57.57,57.58,45.4,52.42,59.4,0.2749,0.3549,0.4108,0.3457,0.15,53.22666666666667,9.60924728234907,51.831666666666656,9.722794694256727,45.33166666666667,12.16792791304131,56.099999999999994,2.5547798339583174,54.45166666666666,4.868804439147922,56.41083333333333,4.6174106445719225,0.31749999999999995,0.04025270177267607,0.31883333333333336,0.06541258798325159,0.27457499999999996,0.08257228376068175,36.03
2024-02-01 02:45:00,PEMSD3_011,55.16,54.77,0.3294,D3,2,3,0,0,52.74,43.87,63.07,54.33,38.42,53.15,57.57,57.58,54.64,55.83,0.3227,0.2749,0.3549,0.3288,0.2399,50.59,5.94414838307387,51.97,9.77123328961089,46.72666666666667,12.262714613696671,55.163333333333334,2.236097791540765,54.473333333333336,4.8700992460797465,56.3225,4.639618175904333,0.309,0.029720868089610008,0.31893333333333335,0.0654313278687406,0.2820333333333333,0.08319522859278689,51.11
2024-02-01 02:50:00,PEMSD3_011,33.07,56.79,0.2143,D3,2,3,0,0,55.16,52.74,43.87,37.23,43.37,54.77,53.15,57.57,58.37,58.45,0.3294,0.3227,0.2749,0.2209,0.2529,46.99,12.115646908027639,51.27666666666667,11.08551427163696,45.86833333333334,12.864724025117072,54.903333333333336,1.8236593249106312,54.21,4.655237910139485,56.18416666666667,4.594950703728713,0.2888,0.06460580469276735,0.31783333333333336,0.06743386883952775,0.27881666666666666,0.08514735711836527,50.41
2024-02-01 02:55:00,PEMSD3_011,36.03,57.14,0.241,D3,2,3,0,0,33.07,55.16,52.74,59.75,18.8,56.79,54.77,53.15,45.4,62.37,0.2143,0.3294,0.3227,0.4108,0.1209,41.419999999999995,11.990875697796207,47.32333333333333,11.67333314296592,47.30416666666667,10.268535753219721,56.23333333333333,1.2793097097002748,56.166666666666664,1.8085205740235664,55.748333333333335,4.184592590864156,0.26156666666666667,0.06024320155281701,0.28953333333333336,0.05512141749507758,0.28882500000000005,0.07073717198192196,39.02
2024-02-01 03:00:00,PEMSD3_011,51.11,56.5,0.2984,D3,3,3,0,0,36.03,33.07,55.16,63.07,46.91,57.14,56.79,54.77,57.58,59.49,0.241,0.2143,0.3294,0.3549,0.253,40.07,9.674791987427934,45.330000000000005,9.207329688894598,47.65416666666667,10.325300311136317,56.81,0.3204684071792983,55.98666666666667,1.6895522089200234,55.49916666666667,4.027619324643586,0.25123333333333336,0.042973751678592506,0.2801166666666666,0.04575069034087518,0.29260833333333336,0.06985550617112618,52.41
2024-02-01 03:05:00,PEMSD3_011,50.41,59.64,0.2819,D3,3,3,0,0,51.11,36.03,33.07,43.87,34.65,56.5,57.14,56.79,57.57,61.66,0.2984,0.241,0.2143,0.2749,0.1695,45.85,8.511568598090468,46.419999999999995,9.385316190731132,48.9675,9.489315642533798,57.76,1.6592769509638727,56.33166666666667,2.209012599933856,55.33083333333334,3.781407766555961,0.27376666666666666,0.029551706098520508,0.28128333333333333,0.04568025466945919,0.301975,0.058452702324964564,58.69
2024-02-01 03:10:00,PEMSD3_011,39.02,51.09,0.2857,D3,3,3,0,0,50.41,51.11,36.03,52.74,50.84,59.64,56.5,57.14,53.15,52.42,0.2819,0.2984,0.241,0.3227,0.3457,46.846666666666664,6.787122610748464,44.13333333333333,9.207229043890809,47.982499999999995,9.882592708209918,55.74333333333333,4.324931598688404,55.98833333333334,2.865082314117087,55.22,3.892344467611454,0.2886666666666667,0.008640794716537174,0.2751166666666667,0.04125391698574393,0.296975,0.05691852430528146,44.3
2024-02-01 03:15:00,PEMSD3_011,52.41,57.95,0.2781,D3,3,3,0,0,39.02,50.41,51.11,55.16,54.33,51.09,59.64,56.5,54.77,54.64,0.2857,0.2819,0.2984,0.3294,0.3288,47.28,7.222928768858219,43.675000000000004,8.59675229374441,47.8225,9.785549759257744,56.22666666666667,4.528027532307352,56.51833333333334,2.8886634741116057,55.49583333333333,3.9641265421810497,0.28190000000000004,0.003800000000000345,0.2665666666666667,0.03204070327983854,0.29275,0.05621883379017461,37.51
2024-02-01 03:20:00,PEMSD3_011,58.69,56.66,0.3189,D3,3,3,0,0,52.41,39.02,50.41,33.07,37.23,57.95,51.09,59.64,56.79,58.37,0.2781,0.2857,0.2819,0.2143,0.2209,50.04,10.046885089419492,47.945,8.638374268344709,49.61083333333334,9.633514848347595,55.23333333333334,3.6457418083750093,56.49666666666667,2.88670515755706,55.35333333333333,3.8812845421290283,0.29423333333333335,0.021697311661432538,0.284,0.025754533581487743,0.30091666666666667,0.051775034934070784,55.29
2024-02-01 03:25:00,PEMSD3_011,44.3,57.08,0.2898,D3,3,3,0,0,58.69,52.41,39.02,36.03,59.75,56.66,57.95,51.09,57.14,45.4,0.3189,0.2781,0.2857,0.241,0.4108,51.79999999999999,7.214367609153262,49.32333333333333,6.826822589365181,48.32333333333333,9.176853623341861,57.23,0.6579513659838622,56.48666666666666,2.8841336076309867,56.32666666666666,2.3012262870570668,0.29560000000000003,0.021009283662229015,0.29213333333333336,0.014860776112526609,0.29083333333333333,0.038513689026426025,48.76
2024-02-01 03:30:00,PEMSD3_011,37.51,59.14,0.2231,D3,3,3,0,0,44.3,58.69,52.41,51.11,63.07,57.08,56.66,57.95,56.5,57.58,0.2898,0.3189,0.2781,0.2984,0.3549,46.833333333333336,10.814870934659048,47.056666666666665,8.228773096073716,46.19333333333333,8.374106555690627,57.626666666666665,1.3273030299571158,56.92666666666667,3.081218373738956,56.45666666666667,2.4194903044511995,0.27726666666666666,0.04911439028770831,0.27958333333333335,0.03125868945855935,0.27985,0.03735822898274592,58.9
2024-02-01 03:35:00,PEMSD3_011,55.29,52.69,0.3561,D3,3,3,0,0,37.51,44.3,58.69,50.41,43.87,59.14,57.08,56.66,59.64,57.57,0.2231,0.2898,0.3189,0.2819,0.2749,45.699999999999996,8.97229625012459,47.870000000000005,8.844630009220284,47.145,8.727520214293936,56.303333333333335,3.2943942285848866,55.76833333333334,3.162476350372683,56.050000000000004,2.617372033860758,0.2896666666666667,0.06650010025055106,0.29195,0.044311070851424654,0.2866166666666667,0.043266737871725566,32.44
2024-02-01 03:40:00,PEMSD3_011,48.76,56.83,0.3093,D3,3,3,0,0,55.29,37.51,44.3,39.02,52.74,52.69,59.14,57.08,51.09,53.15,0.3561,0.2231,0.2898,0.2857,0.3227,47.18666666666667,8.99381083486489,49.49333333333333,7.717457266915493,46.81333333333333,8.569766447791745,56.22,3.267981028096718,56.725,2.1796949327829975,56.35666666666666,2.457398229959094,0.29616666666666663,0.06746564557857089,0.29588333333333333,0.044691136332237515,0.28550000000000003,0.042415348851351245,55.94
2024-02-01 03:45:00,PEMSD3_011,58.9,56.57,0.3307,D3,3,3,0,0,48.76,55.29,37.51,52.41,55.16,56.83,52.69,59.14,57.95,54.77,0.3093,0.3561,0.2231,0.2781,0.3294,54.31666666666666,5.139594666248808,50.574999999999996,8.61108762003965,47.125,8.960037033202697,55.36333333333332,2.3188215397769296,56.495,2.095774319911347,56.50666666666667,2.40614491112513,0.33203333333333335,0.023428472705947872,0.30465000000000003,0.04565372931097708,0.28560833333333335,0.0425391468550031,59.51
2024-02-01 03:50:00,PEMSD3_011,32.44,57.06,0.2358,D3,3,3,0,0,58.9,48.76,55.29,58.69,33.07,56.57,56.83,52.69,56.66,56.79,0.3307,0.3093,0.3561,0.3189,0.2143,46.699999999999996,13.349741570532363,46.199999999999996,10.187594416740389,47.0725,9.051258199830572,56.81999999999999,0.24515301344274876,56.56166666666667,2.108396705239917,56.52916666666666,2.4102940534802904,0.2919333333333333,0.04977653396263484,0.2908,0.05255024262551007,0.2874,0.03961501092905435,43.22
2024-02-01 03:55:00,PEMSD3_011,55.94,56.11,0.3176,D3,3,3,0,0,32.44,58.9,48.76,44.3,36.03,57.06,56.57,56.83,57.08,57.14,0.2358,0.3307,0.3093,0.2898,0.241,49.093333333333334,14.497949280271786,48.13999999999999,10.840769345392422,48.73166666666666,8.659412990112758,56.580000000000005,0.4750789408088662,56.400000000000006,2.097865581966554,56.44333333333333,2.4048977802254634,0.2947,0.05142771626273138,0.2954333333333334,0.05365831404979698,0.29378333333333334,0.037577745670768686,47.41
2024-02-01 04:00:00,PEMSD3_011,59.51,56.75,0.3446,D3,4,3,0,0,55.94,32.44,58.9,37.51,51.11,56.11,57.06,56.57,59.14,56.5,0.3176,0.2358,0.3307,0.2231,0.2984,49.29666666666666,14.707026665282593,51.806666666666665,10.229611266644831,49.431666666666665,9.192268325592831,56.64000000000001,0.48445846055164576,56.001666666666665,1.6533652550681373,56.464166666666664,2.4065156189483687,0.29933333333333334,0.056653449438964776,0.3156833333333333,0.04271053343926563,0.29763333333333336,0.04035761352826718,50.28
2024-02-01 04:05:00,PEMSD3_011,43.22,60.72,0.2088,D3,4,3,0,0,59.51,55.94,32.44,55.29,50.41,56.75,56.11,57.06,52.69,59.64,0.3446,0.3176,0.2358,0.3561,0.2819,52.88999999999999,8.562587225833083,49.794999999999995,10.588117396402446,48.8325,9.355578914112266,57.85999999999999,2.4974186673443413,57.339999999999996,1.686226556545676,56.55416666666667,2.5518886351211783,0.29033333333333333,0.07188889575819996,0.2911333333333333,0.0553087214340256,0.29154166666666664,0.04778229908722069,42.64
2024-02-01 04:10:00,PEMSD3_011,47.41,50.57,0.3106,D3,4,3,0,0,43.22,59.51,55.94,48.76,39.02,60.72,56.75,56.11,56.83,51.09,0.2088,0.3446,0.3176,0.3093,0.2857,50.04666666666666,8.45902082591911,49.57,10.628776034896966,49.531666666666666,8.855751940080678,56.01333333333333,5.114942163244215,56.29666666666666,3.26368911918193,56.51083333333333,2.6554248361808495,0.288,0.07066455971701802,0.29135,0.055396597368430264,0.2936166666666667,0.04804548665461505,63.02
2024-02-01 04:15:00,PEMSD3_011,50.28,57.76,0.2992,D3,4,3,0,0,47.41,43.22,59.51,58.9,52.41,50.57,60.72,56.75,56.57,57.95,0.3106,0.2088,0.3446,0.3307,0.2781,46.97,3.550507006048551,48.13333333333333,9.653243323705595,49.354166666666664,8.814063615849541,56.35,5.219837162211102,56.495000000000005,3.319305650282881,56.495000000000005,2.64661533420948,0.27286666666666665,0.05577538286137837,0.2861,0.05232922701512013,0.295375,0.04781152628242012,44.07
2024-02-01 04:20:00,PEMSD3_011,42.64,54.54,0.2643,D3,4,3,0,0,50.28,47.41,43.22,32.44,58.69,57.76,50.57,60.72,57.06,56.66,0.2992,0.3106,0.2088,0.2358,0.3189,46.776666666666664,3.859175214127127,49.833333333333336,6.818820034776306,48.01666666666666,8.480031446482586,54.29,3.6015135707088692,56.074999999999996,3.3921482868530144,56.31833333333333,2.704719220289991,0.29136666666666666,0.024123501680588168,0.29085,0.04796147412246599,0.29082500000000006,0.047966998598468286,56.72
2024-02-01 04:25:00,PEMSD3_011,63.02,49.17,0.4108,D3,4,3,0,0,42.64,50.28,47.41,55.94,44.3,54.54,57.76,50.57,56.11,57.08,0.2643,0.2992,0.3106,0.3176,0.2898,51.98,10.295804970957834,51.01333333333333,8.493808725575757,49.57666666666666,9.405527710615274,53.82333333333333,4.339612117843424,54.91833333333333,4.408715988433191,55.659166666666664,3.3814344947705695,0.32476666666666665,0.07652322087662893,0.3063833333333333,0.06888577259976572,0.30090833333333333,0.05914698883188216,54.59
2024-02-01 04:30:00,PEMSD3_011,44.07,57.32,0.2432,D3,4,3,0,0,63.02,42.64,50.28,59.51,37.51,49.17,54.54,57.76,56.75,59.14,0.4108,0.2643,0.2992,0.3446,0.2231,49.910000000000004,11.376084563680068,48.44,7.707245941320414,50.123333333333335,8.812368718128102,53.67666666666667,4.143022246299615,55.01333333333333,4.4618994460505785,55.5075,3.2493527327482066,0.3061,0.09128455510106848,0.28948333333333337,0.07006312629812235,0.30258333333333337,0.05698841721762152,59.45
2024-02-01 04:35:00,PEMSD3_011,56.72,54.89,0.3133,D3,4,3,0,0,44.07,63.02,42.64,43.22,55.29,57.32,49.17,54.54,60.72,52.69,0.2432,0.4108,0.2643,0.2088,0.3561,54.60333333333333,9.650690821559532,50.69,7.847843015759183,50.2425,8.897841541121611,53.79333333333333,4.1842123910400995,54.041666666666664,3.5022016884620477,55.69083333333333,3.136020809106911,0.32243333333333335,0.08417246184669507,0.3069,0.05793375527272478,0.29901666666666665,0.054624866687307025,50.96
2024-02-01 04:40:00,PEMSD3_011,54.59,55.36,0.3027,D3,4,3,0,0,56.72,44.07,63.02,47.41,48.76,54.89,57.32,49.17,50.57,56.83,0.3133,0.2432,0.4108,0.3106,0.3093,51.79333333333333,6.77286005564365,51.88666666666668,7.79490517368024,50.72833333333333,8.968419170859644,55.85666666666666,1.2888884099616398,54.84,3.072087238344605,55.568333333333335,3.116124730066719,0.2864,0.03778584391012076,0.3055833333333334,0.05792261791965754,0.2984666666666667,0.05454508282701626,58.93
2024-02-01 04:45:00,PEMSD3_011,59.45,52.33,0.3616,D3,4,3,0,0,54.59,56.72,44.07,50.28,58.9,55.36,54.89,57.32,57.76,56.57,0.3027,0.3133,0.2432,0.2992,0.3307,56.919999999999995,2.436165019041224,53.415,8.299524685185316,50.774166666666666,9.015260252718319,54.19333333333333,1.6307155893452094,53.934999999999995,2.8301289723261305,55.215,3.230506574404823,0.3258666666666667,0.0313965497042801,0.31598333333333334,0.06200533579190283,0.30104166666666665,0.05688432374458531,43.13
2024-02-01 04:50:00,PEMSD3_011,50.96,55.65,0.3215,D3,4,3,0,0,59.45,54.59,56.72,42.64,32.44,52.33,55.36,54.89,54.54,57.06,0.3616,0.3027,0.3133,0.2643,0.2358,55.0,4.259823940023827,54.80166666666667,6.6753259595818415,52.3175,6.936952599206424,54.446666666666665,1.838813022939931,54.120000000000005,2.9126620126612295,55.0975,3.182586498146103,0.3286,0.030085046119293173,0.3255166666666667,0.05663438590350054,0.3081833333333333,0.05320980486088385,32.3
2024-02-01 04:55:00,PEMSD3_011,58.93,56.97,0.3404,D3,4,3,0,0,50.96,59.45,54.59,63.02,55.94,55.65,52.33,55.36,49.17,56.11,0.3215,0.3616,0.3027,0.4108,0.3176,56.446666666666665,4.758700803090425,54.120000000000005,5.822611098124321,52.56666666666666,7.12991181041132,54.98333333333333,2.390759990742164,55.419999999999995,1.7831432920547363,55.169166666666676,3.216956377281699,0.3411666666666667,0.02006099033780061,0.31378333333333336,0.04039680267875946,0.3100833333333333,0.053978140918057776,53.2
2024-02-01 05:00:00,PEMSD3_011,43.13,57.23,0.2742,D3,5,3,0,0,58.93,50.96,59.45,44.07,59.51,56.97,55.65,52.33,57.32,56.75,0.3404,0.3215,0.3616,0.2432,0.3446,51.00666666666667,7.900103374851075,53.96333333333333,6.150517593395465,51.20166666666666,7.246780894530597,56.61666666666667,0.8471914384207488,55.405,1.7642420468858007,55.20916666666667,3.241291713144163,0.31203333333333333,0.0341001955028609,0.31895,0.030279283346868652,0.3042166666666667,0.05371070374673657,47.06
2024-02-01 05:05:00,PEMSD3_011,32.3,54.14,0.2224,D3,5,3,0,0,43.13,58.93,50.96,56.72,43.22,57.23,56.97,55.65,54.89,60.72,0.2742,0.3404,0.3215,0.3133,0.2088,44.78666666666666,13.392073526281626,49.89333333333334,10.501959182298645,50.291666666666664,8.848743961544487,56.11333333333332,1.7138942013244045,55.28,1.833248482884902,54.660833333333336,2.7424523144386224,0.27899999999999997,0.059146259391444245,0.3038,0.0499940396447413,0.30535,0.051616989803393624,70.49
2024-02-01 05:10:00,PEMSD3_011,53.2,52.15,0.3272,D3,5,3,0,0,32.3,43.13,58.93,54.59,47.41,54.14,57.23,56.97,55.36,50.57,0.2224,0.2742,0.3404,0.3027,0.3106,42.876666666666665,10.45230277658149,49.66166666666667,10.392392249461468,50.774166666666666,8.835176037072547,54.50666666666666,2.559772125274715,54.745,2.2305671924422668,54.7925,2.560057261433471,0.2746,0.052401145025657674,0.30788333333333334,0.050878931461525695,0.30673333333333336,0.05199156108679975,75.59
