timestamp,sensor_id,flow,speed,occupancy,district
2024-02-01 13:00:00,PEMSD3_007,41.21,61.11,0.2168,D3
2024-02-01 13:05:00,PEMSD3_007,36.22,60.34,0.2058,D3
2024-02-01 13:10:00,PEMSD3_007,28.92,64.25,0.1423,D3
2024-02-01 13:15:00,PEMSD3_007,37.31,58.25,0.2001,D3
2024-02-01 13:20:00,PEMSD3_007,49.02,53.57,0.3227,D3
2024-02-01 13:25:00,PEMSD3_007,45.51,57.41,0.2674,D3
2024-02-01 13:30:00,PEMSD3_007,54.61,58.97,0.3079,D3
2024-02-01 13:35:00,PEMSD3_007,33.49,60.49,0.1958,D3
2024-02-01 13:40:00,PEMSD3_007,62.77,50.72,0.3909,D3
2024-02-01 13:45:00,PEMSD3_007,85.86,47.85,0.5352,D3
2024-02-01 13:50:00,PEMSD3_007,57.23,53.25,0.3753,D3
2024-02-01 13:55:00,PEMSD3_007,71.84,56.88,0.3836,D3
2024-02-01 14:00:00,PEMSD3_007,62.44,51.05,0.4102,D3
2024-02-01 14:05:00,PEMSD3_007,69.18,50.58,0.4173,D3
2024-02-01 14:10:00,PEMSD3_007,53.48,53.69,0.3378,D3
2024-02-01 14:15:00,PEMSD3_007,76.79,50.31,0.4468,D3
2024-02-01 14:20:00,PEMSD3_007,79.8,49.86,0.4746,D3
2024-02-01 14:25:00,PEMSD3_007,73.38,50.9,0.4452,D3
2024-02-01 14:30:00,PEMSD3_007,65.07,51.11,0.3786,D3
2024-02-01 14:35:00,PEMSD3_007,87.28,48.75,0.5297,D3
2024-02-01 14:40:00,PEMSD3_007,82.57,49.17,0.4848,D3
2024-02-01 14:45:00,PEMSD3_007,67.26,50.54,0.4247,D3
2024-02-01 14:50:00,PEMSD3_007,85.08,54.3,0.4768,D3
2024-02-01 14:55:00,PEMSD3_007,71.19,52.61,0.4004,D3
2024-02-01 15:00:00,PEMSD3_007,83.35,55.22,0.4698,D3
2024-02-01 15:05:00,PEMSD3_007,86.1,44.01,0.5771,D3
2024-02-01 15:10:00,PEMSD3_007,93.39,45.0,0.5829,D3
2024-02-01 15:15:00,PEMSD3_007,89.56,43.66,0.5782,D3
2024-02-01 15:20:00,PEMSD3_007,108.01,44.05,0.6458,D3
2024-02-01 15:25:00,PEMSD3_007,94.78,46.25,0.5752,D3
2024-02-01 15:30:00,PEMSD3_007,105.42,47.22,0.5845,D3
2024-02-01 15:35:00,PEMSD3_007,111.68,47.36,0.6589,D3
2024-02-01 15:40:00,PEMSD3_007,99.37,45.43,0.6034,D3
2024-02-01 15:45:00,PEMSD3_007,92.6,50.91,0.5358,D3
2024-02-01 15:50:00,PEMSD3_007,111.47,47.3,0.637,D3
2024-02-01 15:55:00,PEMSD3_007,93.82,48.03,0.5469,D3
2024-02-01 16:00:00,PEMSD3_007,96.7,52.5,0.5404,D3
2024-02-01 16:05:00,PEMSD3_007,116.08,46.48,0.6701,D3
2024-02-01 16:10:00,PEMSD3_007,106.61,38.64,0.7056,D3
2024-02-01 16:15:00,PEMSD3_007,101.19,48.85,0.5566,D3
2024-02-01 16:20:00,PEMSD3_007,128.17,39.1,0.7761,D3
2024-02-01 16:25:00,PEMSD3_007,131.16,41.01,0.7792,D3
2024-02-01 16:30:00,PEMSD3_007,110.47,46.4,0.6299,D3
2024-02-01 16:35:00,PEMSD3_007,115.25,48.81,0.6542,D3
2024-02-01 16:40:00,PEMSD3_007,115.65,41.81,0.718,D3
2024-02-01 16:45:00,PEMSD3_007,136.67,36.92,0.8299,D3
2024-02-01 16:50:00,PEMSD3_007,142.76,44.24,0.7933,D3
2024-02-01 16:55:00,PEMSD3_007,142.34,40.48,0.8496,D3
2024-02-01 17:00:00,PEMSD3_007,123.37,37.64,0.7677,D3
2024-02-01 17:05:00,PEMSD3_007,130.57,46.97,0.7163,D3
2024-02-01 17:10:00,PEMSD3_007,128.79,44.91,0.7263,D3
2024-02-01 17:15:00,PEMSD3_007,156.82,36.66,0.92,D3
2024-02-01 17:20:00,PEMSD3_007,158.86,38.85,0.9113,D3
2024-02-01 17:25:00,PEMSD3_007,164.91,32.86,0.92,D3
2024-02-01 17:30:00,PEMSD3_007,148.48,40.33,0.8719,D3
2024-02-01 17:35:00,PEMSD3_007,150.25,35.38,0.8942,D3
2024-02-01 17:40:00,PEMSD3_007,135.0,40.42,0.7978,D3
2024-02-01 17:45:00,PEMSD3_007,161.6,36.81,0.92,D3
2024-02-01 17:50:00,PEMSD3_007,169.96,37.48,0.92,D3
2024-02-01 17:55:00,PEMSD3_007,137.84,34.57,0.8675,D3
2024-02-01 18:00:00,PEMSD3_007,142.99,40.06,0.8756,D3
2024-02-01 18:05:00,PEMSD3_007,129.77,34.25,0.8365,D3
2024-02-01 18:10:00,PEMSD3_007,143.59,36.29,0.8933,D3
2024-02-01 18:15:00,PEMSD3_007,128.46,43.22,0.7496,D3
2024-02-01 18:20:00,PEMSD3_007,150.78,36.89,0.92,D3
2024-02-01 18:25:00,PEMSD3_007,125.54,35.4,0.7931,D3
2024-02-01 18:30:00,PEMSD3_007,123.61,43.03,0.7149,D3
2024-02-01 18:35:00,PEMSD3_007,123.34,52.95,0.6503,D3
2024-02-01 18:40:00,PEMSD3_007,122.08,47.32,0.6843,D3
2024-02-01 18:45:00,PEMSD3_007,134.95,46.84,0.7565,D3
2024-02-01 18:50:00,PEMSD3_007,104.54,44.21,0.6201,D3
2024-02-01 18:55:00,PEMSD3_007,116.59,43.26,0.7301,D3
2024-02-01 19:00:00,PEMSD3_007,108.66,40.35,0.7022,D3
2024-02-01 19:05:00,PEMSD3_007,113.0,44.38,0.7021,D3
2024-02-01 19:10:00,PEMSD3_007,94.05,51.99,0.5164,D3
2024-02-01 19:15:00,PEMSD3_007,110.51,43.5,0.6774,D3
2024-02-01 19:20:00,PEMSD3_007,87.94,47.0,0.5168,D3
2024-02-01 19:25:00,PEMSD3_007,79.48,45.95,0.5067,D3
2024-02-01 19:30:00,PEMSD3_007,78.79,56.34,0.4224,D3
2024-02-01 19:35:00,PEMSD3_007,106.94,48.75,0.6083,D3
2024-02-01 19:40:00,PEMSD3_007,72.04,51.53,0.4372,D3
2024-02-01 19:45:00,PEMSD3_007,80.06,52.09,0.4618,D3
2024-02-01 19:50:00,PEMSD3_007,84.66,45.77,0.5439,D3
2024-02-01 19:55:00,PEMSD3_007,82.55,47.45,0.5089,D3
2024-02-01 20:00:00,PEMSD3_007,91.6,49.18,0.534,D3
2024-02-01 20:05:00,PEMSD3_007,76.84,54.32,0.4318,D3
2024-02-01 20:10:00,PEMSD3_007,94.18,46.69,0.5408,D3
2024-02-01 20:15:00,PEMSD3_007,72.85,48.67,0.4819,D3
2024-02-01 20:20:00,PEMSD3_007,64.07,53.84,0.3669,D3
2024-02-01 20:25:00,PEMSD3_007,76.56,50.71,0.437,D3
2024-02-01 20:30:00,PEMSD3_007,86.97,51.13,0.4954,D3
2024-02-01 20:35:00,PEMSD3_007,40.44,60.54,0.2331,D3
2024-02-01 20:40:00,PEMSD3_007,70.41,49.12,0.4451,D3
2024-02-01 20:45:00,PEMSD3_007,68.28,53.27,0.3979,D3
2024-02-01 20:50:00,PEMSD3_007,66.16,56.19,0.3786,D3
2024-02-01 20:55:00,PEMSD3_007,74.26,47.3,0.4704,D3
2024-02-01 21:00:00,PEMSD3_007,61.26,51.51,0.3698,D3
2024-02-01 21:05:00,PEMSD3_007,66.63,50.32,0.419,D3
2024-02-01 21:10:00,PEMSD3_007,58.14,54.62,0.3822,D3
2024-02-01 21:15:00,PEMSD3_007,49.28,58.73,0.2783,D3
2024-02-01 21:20:00,PEMSD3_007,59.59,52.74,0.348,D3
2024-02-01 21:25:00,PEMSD3_007,64.84,51.89,0.3914,D3
2024-02-01 21:30:00,PEMSD3_007,56.42,49.88,0.3805,D3
2024-02-01 21:35:00,PEMSD3_007,33.56,59.55,0.2222,D3
2024-02-01 21:40:00,PEMSD3_007,46.26,58.96,0.26,D3
2024-02-01 21:45:00,PEMSD3_007,38.4,47.83,0.3102,D3
2024-02-01 21:50:00,PEMSD3_007,34.7,60.0,0.2074,D3
2024-02-01 21:55:00,PEMSD3_007,86.6,53.26,0.4672,D3
2024-02-01 22:00:00,PEMSD3_007,47.89,60.65,0.263,D3
2024-02-01 22:05:00,PEMSD3_007,57.98,56.05,0.3166,D3
2024-02-01 22:10:00,PEMSD3_007,33.19,61.9,0.1919,D3
2024-02-01 22:15:00,PEMSD3_007,69.82,52.95,0.3926,D3
2024-02-01 22:20:00,PEMSD3_007,60.42,54.01,0.3625,D3
2024-02-01 22:25:00,PEMSD3_007,32.29,61.04,0.1848,D3
2024-02-01 22:30:00,PEMSD3_007,64.49,52.3,0.3937,D3
2024-02-01 22:35:00,PEMSD3_007,58.49,57.51,0.3374,D3
2024-02-01 22:40:00,PEMSD3_007,46.92,52.49,0.3237,D3
2024-02-01 22:45:00,PEMSD3_007,38.06,55.81,0.2349,D3
2024-02-01 22:50:00,PEMSD3_007,62.32,50.81,0.4084,D3
2024-02-01 22:55:00,PEMSD3_007,38.31,57.0,0.2264,D3
2024-02-01 23:00:00,PEMSD3_007,58.07,56.47,0.3352,D3
2024-02-01 23:05:00,PEMSD3_007,33.87,60.13,0.2265,D3
2024-02-01 23:10:00,PEMSD3_007,52.87,55.01,0.3164,D3
2024-02-01 23:15:00,PEMSD3_007,62.6,55.69,0.3434,D3
2024-02-01 23:20:00,PEMSD3_007,62.36,60.09,0.3284,D3
2024-02-01 23:25:00,PEMSD3_007,63.37,55.45,0.4086,D3
2024-02-01 23:30:00,PEMSD3_007,63.99,54.52,0.3851,D3
2024-02-01 23:35:00,PEMSD3_007,31.95,57.58,0.2092,D3
2024-02-01 23:40:00,PEMSD3_007,73.1,55.6,0.3888,D3
2024-02-01 23:45:00,PEMSD3_007,45.37,54.8,0.3131,D3
2024-02-01 23:50:00,PEMSD3_007,50.3,56.99,0.298,D3
2024-02-01 23:55:00,PEMSD3_007,52.97,57.5,0.3077,D3
2024-02-02 00:00:00,PEMSD3_007,55.87,58.35,0.3151,D3
2024-02-02 00:05:00,PEMSD3_007,47.51,59.53,0.2333,D3
2024-02-02 00:10:00,PEMSD3_007,14.9,61.04,0.0933,D3
2024-02-02 00:15:00,PEMSD3_007,39.83,56.55,0.2219,D3
2024-02-02 00:20:00,PEMSD3_007,62.09,51.25,0.3681,D3
2024-02-02 00:25:00,PEMSD3_007,43.83,53.96,0.2827,D3
2024-02-02 00:30:00,PEMSD3_007,50.13,54.15,0.3172,D3
2024-02-02 00:35:00,PEMSD3_007,48.13,53.97,0.2859,D3
2024-02-02 00:40:00,PEMSD3_007,32.09,57.96,0.1843,D3
2024-02-02 00:45:00,PEMSD3_007,45.32,56.69,0.299,D3
2024-02-02 00:50:00,PEMSD3_007,42.04,57.07,0.2026,D3
2024-02-02 00:55:00,PEMSD3_007,33.11,54.51,0.2302,D3
2024-02-02 01:00:00,PEMSD3_007,46.34,57.27,0.2748,D3
2024-02-02 01:05:00,PEMSD3_007,50.2,60.78,0.268,D3
2024-02-02 01:10:00,PEMSD3_007,63.14,59.3,0.3232,D3
2024-02-02 01:15:00,PEMSD3_007,60.03,51.06,0.3513,D3
2024-02-02 01:20:00,PEMSD3_007,46.37,61.12,0.2478,D3
2024-02-02 01:25:00,PEMSD3_007,31.96,60.19,0.1739,D3
2024-02-02 01:30:00,PEMSD3_007,39.29,57.27,0.247,D3
2024-02-02 01:35:00,PEMSD3_007,35.37,58.21,0.2381,D3
2024-02-02 01:40:00,PEMSD3_007,46.99,57.53,0.29,D3
2024-02-02 01:45:00,PEMSD3_007,41.15,60.54,0.2291,D3
2024-02-02 01:50:00,PEMSD3_007,41.96,58.24,0.2458,D3
2024-02-02 01:55:00,PEMSD3_007,45.98,52.59,0.3011,D3
2024-02-02 02:00:00,PEMSD3_007,44.96,58.33,0.2304,D3
2024-02-02 02:05:00,PEMSD3_007,51.55,58.53,0.2865,D3
2024-02-02 02:10:00,PEMSD3_007,54.76,54.4,0.3582,D3
2024-02-02 02:15:00,PEMSD3_007,53.48,58.18,0.3256,D3
2024-02-02 02:20:00,PEMSD3_007,48.83,53.52,0.3226,D3
2024-02-02 02:25:00,PEMSD3_007,61.41,53.06,0.3645,D3
2024-02-02 02:30:00,PEMSD3_007,54.11,51.79,0.3399,D3
2024-02-02 02:35:00,PEMSD3_007,54.58,55.12,0.3288,D3
2024-02-02 02:40:00,PEMSD3_007,42.64,57.58,0.2553,D3
2024-02-02 02:45:00,PEMSD3_007,33.6,54.27,0.2317,D3
2024-02-02 02:50:00,PEMSD3_007,67.97,53.31,0.4077,D3
2024-02-02 02:55:00,PEMSD3_007,32.84,58.04,0.2076,D3
2024-02-02 03:00:00,PEMSD3_007,56.34,58.1,0.3257,D3
2024-02-02 03:05:00,PEMSD3_007,60.1,53.93,0.3876,D3
2024-02-02 03:10:00,PEMSD3_007,63.63,54.15,0.3815,D3
2024-02-02 03:15:00,PEMSD3_007,49.48,52.01,0.3171,D3
2024-02-02 03:20:00,PEMSD3_007,31.38,58.61,0.1865,D3
2024-02-02 03:25:00,PEMSD3_007,53.68,55.61,0.3201,D3
2024-02-02 03:30:00,PEMSD3_007,49.44,55.29,0.2977,D3
2024-02-02 03:35:00,PEMSD3_007,54.5,58.82,0.3016,D3
2024-02-02 03:40:00,PEMSD3_007,41.83,58.35,0.2279,D3
2024-02-02 03:45:00,PEMSD3_007,54.85,58.39,0.3188,D3
2024-02-02 03:50:00,PEMSD3_007,23.29,62.3,0.1063,D3
2024-02-02 03:55:00,PEMSD3_007,53.63,54.62,0.3158,D3
2024-02-02 04:00:00,PEMSD3_007,33.42,61.97,0.1803,D3
2024-02-02 04:05:00,PEMSD3_007,52.14,50.34,0.3409,D3
2024-02-02 04:10:00,PEMSD3_007,51.73,54.06,0.3013,D3
2024-02-02 04:15:00,PEMSD3_007,67.47,54.09,0.3875,D3
2024-02-02 04:20:00,PEMSD3_007,54.43,53.43,0.339,D3
2024-02-02 04:25:00,PEMSD3_007,40.44,62.46,0.1959,D3
2024-02-02 04:30:00,PEMSD3_007,66.52,58.99,0.3491,D3
2024-02-02 04:35:00,PEMSD3_007,75.31,49.64,0.4613,D3
2024-02-02 04:40:00,PEMSD3_007,60.54,50.88,0.3834,D3
2024-02-02 04:45:00,PEMSD3_007,46.31,58.46,0.2676,D3
2024-02-02 04:50:00,PEMSD3_007,63.02,53.18,0.3784,D3
2024-02-02 04:55:00,PEMSD3_007,67.79,54.46,0.4039,D3
2024-02-02 05:00:00,PEMSD3_007,78.15,56.24,0.432,D3
2024-02-02 05:05:00,PEMSD3_007,74.52,47.92,0.4651,D3
2024-02-02 05:10:00,PEMSD3_007,69.15,49.94,0.4131,D3
2024-02-02 05:15:00,PEMSD3_007,69.14,52.39,0.4088,D3
2024-02-02 05:20:00,PEMSD3_007,38.97,63.44,0.1755,D3
2024-02-02 05:25:00,PEMSD3_007,69.82,48.97,0.4486,D3
2024-02-02 05:30:00,PEMSD3_007,54.18,56.56,0.304,D3
2024-02-02 05:35:00,PEMSD3_007,83.62,51.42,0.4833,D3
2024-02-02 05:40:00,PEMSD3_007,56.8,54.71,0.3338,D3
2024-02-02 05:45:00,PEMSD3_007,65.97,53.74,0.3864,D3
2024-02-02 05:50:00,PEMSD3_007,85.72,47.9,0.5042,D3
2024-02-02 05:55:00,PEMSD3_007,86.6,55.6,0.4621,D3
2024-02-02 06:00:00,PEMSD3_007,86.99,45.16,0.5364,D3
2024-02-02 06:05:00,PEMSD3_007,80.69,51.26,0.4816,D3
2024-02-02 06:10:00,PEMSD3_007,102.35,45.77,0.6353,D3
2024-02-02 06:15:00,PEMSD3_007,85.65,53.79,0.4962,D3
2024-02-02 06:20:00,PEMSD3_007,113.32,43.96,0.67,D3
2024-02-02 06:25:00,PEMSD3_007,81.15,48.04,0.4819,D3
2024-02-02 06:30:00,PEMSD3_007,94.48,49.06,0.5482,D3
2024-02-02 06:35:00,PEMSD3_007,81.08,49.99,0.4517,D3
